# coupled-runtime	mhd_ideal	frozen_tn	cE=-u_cross_B
# cycle	time	gid	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm	final_live_u1	final_live_u2	final_live_u3	final_live_b1	final_live_b2	final_live_b3	final_live_cE1	final_live_cE2	final_live_cE3	final_live_cE_dot_b
10	0.14999999999999999	0	0	0.20043110885178475	-0.14376122325826693	0.11581551897372327	0.20086610005789687	-0.095784720289385561	0.038655013705664619	0.20619457191365326	-0.098325647733719754	0.039680433886347885	-0.00065767144059364769	0.0124	0.0019217534721356908	0.080000000000000002	-0.050000000000000003	0.34999999999999998	-2.0130134449819986e-05	1	1.0265274820102572	0.026527482010257293	0.030431108851784738	-0.013761223258266925	0.0058155189737232743	0.014229252908389592	1	0.040000000000000001	6.9660411216672066e-18	0.02	0.080000000000000002	-0.050000000000000003	0.34999999999999998	-0.0010000000000000024	0.012399999999999998	0.0020000000000000009	1.7243151351209461e-19
