# cycle	time	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm
9	0.20000000000000001	0	0.043718999045152147	-0.022049419261970866	0.0077503008482782939	0.21439239508651178	-0.11388200963948589	0.038772433242807408	0.22118023260898464	-0.11748760664703642	0.040000000000000001	0	0.050000000000000003	0	0	0	0.40000000000000002	-0.001102470655688204	1	1.0316608129674274	0.031660812967427447	0.043718999045152147	-0.022049419261970866	0.0077503008482782939	0.0077503008482782939	1
