# coupled-runtime	mhd_ideal	frozen_tn	cE=-u_cross_B
# cycle	time	gid	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm	final_live_u1	final_live_u2	final_live_u3	final_live_b1	final_live_b2	final_live_b3	final_live_cE1	final_live_cE2	final_live_cE3	final_live_cE_dot_b	particle_dtnew	last_subcycle_steps	last_push_dt
1	0.050000000000000003	0	0	0.0096868464550407783	-9.5078662833145237e-05	0	0.19135772306344703	-0.0038031465133258092	0	0.19496198642564522	-0.0038747795857704847	0	-0.099999999999999978	-0	-0	0	0	0.39999999999999997	-0.00096869029808326242	1	1.0188352124204736	0.018835212420473708	0.0096868464550407783	-9.5078662833145237e-05	0	0	1	0	0.25	0	0	0	0.39999999999999997	-0.099999999999999992	0	0	0	0.125	1	0.050000000000000003
