# cycle	time	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm
2	0.20000000000000001	0	3.0601040244194032e-05	0.00099911970124517296	0	0.00039963148417799583	0.0099872605301194704	0	0.0003996514482812377	0.0099877594565259738	0	0	0.050000000000000003	0	0	0	0.40000000000000002	4.9956282305697747e-05	1	1.0000499562823058	4.9956282305697754e-05	3.0601040244194032e-05	0.00099911970124517296	0	0	1
