# cycle	time	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm
3	0.20000000000000001	0	0.043716852044802641	-0.022046919113973475	0.0077503115249811603	0.21439334209126831	-0.11388126504791662	0.038772428371433326	0.2211812373859241	-0.11748685324215788	0.040000000000000001	0	0.050000000000000003	0	0	0	0.40000000000000002	-0.0011023410376590056	1	1.0316609425854566	0.031660942585456646	0.043716852044802641	-0.022046919113973475	0.0077503115249811603	0.0077503115249811603	1
