# coupled-runtime	mhd_ideal	frozen_tn	cE=-u_cross_B
# cycle	time	gid	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm	final_live_u1	final_live_u2	final_live_u3	final_live_b1	final_live_b2	final_live_b3	final_live_cE1	final_live_cE2	final_live_cE3	final_live_cE_dot_b
10	0.14999999999999999	0	0	0.2005759678269064	-0.14365470580031339	0.11579674654044722	0.20286677258270816	-0.094533716008215057	0.038369065202247248	0.20830842942452688	-0.097069469083741131	0.039398269164600784	0.014888129937406435	0.017436881302448214	-0.00099600778960678917	0.078959539716417199	-0.047630589387604998	0.34641391079352829	0.00027618345543324244	1	1.0268237956001403	0.026823795600140348	0.030575967826906386	-0.013654705800313388	0.0057967465404472202	0.014171885470146211	1	0.055575962087962602	-0.045588718107984802	0.027503469385953702	0.079007486031338225	-0.047584408981740524	0.34641450078526298	0.014483856689139632	0.01707933918903819	-0.00095730069955590681	-3.4455938611895705e-20
