# cycle	time	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm
2	0.20000000000000001	0	0.040000000000000001	-5.3114842012129628e-19	0	0.20000000000000001	-5.099024833164444e-18	0	0.20412414523193154	-5.2041704279304213e-18	0	0	0.080000000000000002	0	0	0	0.40000000000000002	-4.2491873609703694e-20	1	1.0206207261596576	0.020620726159657543	0.040000000000000001	-5.3114842012129628e-19	0	0	1
