# coupled-runtime	mhd_ideal	frozen_tn	cE=-u_cross_B
# cycle	time	gid	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm	final_live_u1	final_live_u2	final_live_u3	final_live_b1	final_live_b2	final_live_b3	final_live_cE1	final_live_cE2	final_live_cE3	final_live_cE_dot_b	particle_dtnew	last_subcycle_steps	last_push_dt
1	1	0	0	0.93615665245733104	-0.31034255185477594	0	0.8604154467937063	-0.50671055329966574	0	15.896391245853097	-9.3616045988832948	0	9.0000000000000018	-0	-0	0	0	10	8.4253752650530718	1	18.475250886173857	17.47525088617385	0.93615665245733104	-0.31034255185477594	0	0	1	0	-0.90000000000000002	0	0	0	10	9	0	-0	0	1.28	71	1
