# cycle	time	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm
2	0.20000000000000001	0	0.078354116582208214	-0.0030744422037691354	0	0.39102636633260923	-0.030733282917220779	0	0.39877021445185107	-0.031341921862335309	0	0	0	0	0	0	0.40000000000000002	0	1	1.019803902718557	0.079215610874227849	0.078354116582208214	-0.0030744422037691354	0	0	1
