# cycle	time	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm
2	0.20000000000000001	0	0.043709987206923054	-0.022038925459312613	0.0077503456622212861	0.21439637006912121	-0.11387888407133473	0.038772412796106874	0.22118445008472484	-0.11748444407645352	0.040000000000000001	0	0.050000000000000003	0	0	0	0.40000000000000002	-0.0011019266075320319	1	1.0316613570155837	0.031661357015583612	0.043709987206923054	-0.022038925459312613	0.0077503456622212861	0.0077503456622212861	1
