# coupled-runtime	mhd_ideal	frozen_tn	cE=-u_cross_B
# cycle	time	gid	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm	final_live_u1	final_live_u2	final_live_u3	final_live_b1	final_live_b2	final_live_b3	final_live_cE1	final_live_cE2	final_live_cE3	final_live_cE_dot_b	particle_dtnew	last_subcycle_steps	last_push_dt
1	0.40000000000000002	0	0	-0.14952067846802297	-0.038590541524517352	0	0.61558723266742355	-0.19153212755822607	0	0.80527916762808616	-0.25055235727647479	0	0.072120016040557636	-0	-0	0	0	1	0.027523088166191804	1	1.3081479356527614	0.30814793565276161	0.25047932153197705	-0.038590541524517352	0	0	1	0	-0.059808271387209191	0	0	0	1.0000000000000002	0.059808271387209205	0	-0	0	2	4	0.40000000000000002
