time_s,sedov_xi,sample_radius_cm,frame_x1_cm,frame_x2_cm,frame_x3_cm,frame_v1_cm_s,frame_v2_cm_s,frame_v3_cm_s,shock_radius_cm,shock_speed_cm_s,rho_g_cm3,pressure_dyn_cm2,vx_cm_s,vy_cm_s,vz_cm_s,mass_flux_g_cm2_s,momentum_flux_dyn_cm2,sample_is_shocked,inner_x1_shocked_fraction
56198465753424.66,0.24183074190795598,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,3.823910032069515e+20,2636535.1198107013,1.9241948586319427e-27,1.3315015161950915e-12,382567.9344606833,0.0,0.0,7.361352525666889e-22,1.3317831379381497e-12,1.0,1.0
56816031311154.59,0.24080862705519215,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,3.840140660046623e+20,2619837.5391572574,1.8878625685136164e-27,1.3146860364763554e-12,378538.0730565006,0.0,0.0,7.1462785888064015e-22,1.3149565503290086e-12,1.0,1.0
57433596868884.53,0.2398014743330564,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,3.856269035111483e+20,2603419.009633981,1.8525864093515327e-27,1.2982558911902218e-12,374592.2301872729,0.0,0.0,6.939644746936226e-22,1.298515844890468e-12,1.0,1.0
58051162426614.48,0.23880891215900163,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,3.8722968572837226e+20,2587272.0313276937,1.8183251415225345e-27,1.2821983666861323e-12,370727.80523891025,0.0,0.0,6.7410368892738e-22,1.2824482756672317e-12,1.0,1.0
58668727984344.42,0.2378305818899418,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,3.888225781125901e+20,2571389.3805693453,1.785039538963634e-27,1.2665012943592563e-12,366942.30383765756,0.0,0.0,6.550065208686259e-22,1.2667416439610525e-12,1.0,1.0
59286293542074.36,0.23686613724505082,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,3.9040574174093705e+20,2555764.097064381,1.7526922715620286e-27,1.2511530220065746e-12,363233.33247934503,0.0,0.0,6.366362546102688e-22,1.251384269514914e-12,1.0,1.0
59903859099804.3,0.2359152437598426,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,3.919793334702924e+20,2540389.4717457225,1.7212477955194237e-27,1.2361423869602022e-12,359598.5934812132,0.0,0.0,6.189582863014236e-22,1.2363649634893797e-12,1.0,1.0
60521424657534.24,0.23497757826954516,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,3.935435060888529e+20,2525259.0353019815,1.690672251076527e-27,1.221458690871205e-12,356035.8802339317,0.0,0.0,6.0193998309911405e-22,1.2216730031029357e-12,1.0,1.0
61138990215264.19,0.23405282841992311,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,3.950984084608185e+20,2510366.5473371316,1.660933367036502e-27,1.2070916760271988e-12,352543.0727331871,0.0,0.0,5.85550552820127e-22,1.2072981078183306e-12,1.0,1.0
61756555772994.125,0.23314069220383646,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,3.966441856645691e+20,2495705.986121057,1.6320003715738012e-27,1.1930315030964984e-12,349118.13337181945,0.0,0.0,5.697609233859612e-22,1.193230416966539e-12,1.0,1.0
62374121330724.06,0.23224087752194775,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,3.981809791246827e+20,2481271.5388933844,1.6038439088583563e-27,1.1792687301999194e-12,345759.10297495354,0.0,0.0,5.545436312387084e-22,1.179460468708417e-12,1.0,1.0
62991686888454.01,0.23135310176609936,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,3.997089267381288e+20,2467057.592685746,1.5764359610642164e-27,1.1657942932191254e-12,342464.0970619073,0.0,0.0,5.398727179817769e-22,1.1659791802420174e-12,1.0,1.0
63609252446183.95,0.23047709142398803,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.012281629949448e+20,2453058.7256301013,1.5497497753675502e-27,1.152599487257466e-12,339231.3023198869,0.0,0.0,5.257236345678863e-22,1.1527778291706806e-12,1.0,1.0
64226818003913.89,0.2296125817038585,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.0273881909368685e+20,2439269.698723064,1.5237597955712216e-27,1.1396759491756803e-12,336058.9732755995,0.0,0.0,5.12073152418302e-22,1.139848035953524e-12,1.0,1.0
64844383561643.83,0.22875931617802528,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.0424102305192916e+20,2425685.4480183097,1.4984415980226987e-27,1.1270156411307547e-12,332945.42915194214,0.0,0.0,4.988992809127894e-22,1.1271817473659417e-12,1.0,1.0
65461949119373.766,0.22791704644411412,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.057348998120661e+20,2412301.0772210676,1.4737718315188598e-27,1.1146108350516291e-12,329889.0508978713,0.0,0.0,4.861811907397742e-22,1.1147712209032067e-12,1.0,1.0
66079514677103.72,0.22708553180298857,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.072205713426594e+20,2399111.8506605225,1.4497281609157836e-27,1.1024540979903645e-12,326888.2783804204,0.0,0.0,4.738991426413736e-22,1.1026090100652285e-12,1.0,1.0
66697080234833.66,0.2262645389523964,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.086981567355553e+20,2386113.1866176003,1.4262892141837824e-27,1.0905382782919698e-12,323941.6077286319,0.0,0.0,4.620344211287015e-22,1.0906879504651761e-12,1.0,1.0
67314645792563.59,0.22545384169543378,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.101677722989875e+20,2373300.6509871497,1.4034345326683653e-27,1.0788564925302114e-12,321047.58881989785,0.0,0.0,4.505692727797588e-22,1.0790011467088337e-12,1.0,1.0
67932211350293.55,0.22465322066298785,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.116295316468613e+20,2360669.951254931,1.3811445243364941e-27,1.0674021131605529e-12,318204.8228998829,0.0,0.0,4.394868487656371e-22,1.0675419599954312e-12,1.0,1.0
68549776908023.484,0.2238624630493667,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.1308354578441365e+20,2348216.9307711655,1.3594004198042528e-27,1.0561687568449256e-12,315411.96032781556,0.0,0.0,4.287711512809148e-22,1.056303996394283e-12,1.0,1.0
69167342465753.42,0.22308136236038434,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.1452992319042126e+20,2335937.5633035637,1.3381842309579117e-27,1.0451502734062287e-12,312667.6984395142,0.0,0.0,4.1840698358166155e-22,1.0452810957547962e-12,1.0,1.0
69784908023483.36,0.22230971817320833,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.1596876989612936e+20,2323827.947853914,1.3174787119942945e-27,1.0343407353734471e-12,309970.77952103375,0.0,0.0,4.08379903359239e-22,1.0344673212104322e-12,1.0,1.0
70402473581213.3,0.22154733590732634,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.174001895610546e+20,2311884.3037233134,1.2972673227196854e-27,1.0237344280810285e-12,307319.9888863103,0.0,0.0,3.9867617920078723e-22,1.0238569492399897e-12,1.0,1.0
71020039138943.25,0.220794026606026,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.1882428354581594e+20,2300102.965812125,1.2775341939582688e-27,1.013325840288667e-12,304714.1530526293,0.0,0.0,3.8928274990776736e-22,1.0134444602521033e-12,1.0,1.0
71637604696673.19,0.22004960672782142,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.202411509821297e+20,2288480.3801415884,1.2582640949322363e-27,1.0031096552900064e-12,302152.13800815825,0.0,0.0,3.801871864626754e-22,1.0032245296612393e-12,1.0,1.0
72255170254403.12,0.21931389794729347,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.216508888401063e+20,2277013.099584885,1.2394424024856646e-27,9.930807424808895e-13,299632.8475661669,0.0,0.0,3.713776564510308e-22,9.931920194256144e-13,1.0,1.0
72872735812133.08,0.21858672696484566,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.230535919929705e+20,2265697.7797961994,1.221055072033638e-27,9.83234149359819e-13,297155.2218009203,0.0,0.0,3.6284289076129443e-22,9.83341970019502e-13,1.0,1.0
73490301369863.02,0.21786792532490473,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.2444935327932763e+20,2254531.1753270524,1.203088610126555e-27,9.735650939350896e-13,294718.23556055,0.0,0.0,3.5457215239949275e-22,9.736695928142237e-13,1.0,1.0
74107866927592.95,0.21715732924212722,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.2583826356308535e+20,2243510.135919815,1.185530048527462e-27,9.64068957514779e-13,292320.8970525216,0.0,0.0,3.4655520726826717e-22,9.641702628438457e-13,1.0,1.0
74725432485322.89,0.21645477943519598,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.2722041179113934e+20,2232631.602968982,1.1683669197074397e-27,9.547412778573762e-13,289962.24649759836,0.0,0.0,3.3878229677184835e-22,9.548395119332219e-13,1.0,1.0
75342998043052.83,0.21576012096781827,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.285958850489226e+20,2221892.6061412976,1.1515872336708095e-27,9.455777426622187e-13,287641.3548484588,0.0,0.0,3.3124411211926033e-22,9.456730221674144e-13,1.0,1.0
75960563600782.78,0.21507320309655695,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.2996476861391503e+20,2211290.2601464256,1.1351794560279841e-27,9.365741833803717e-13,285357.32256937685,0.0,0.0,3.239317702079072e-22,9.366666196830134e-13,1.0,1.0
76578129158512.72,0.21439387912515126,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.3132714600720256e+20,2200821.7616502955,1.1191324872395367e-27,9.277265693277224e-13,283109.2784735944,0.0,0.0,3.168367909787443e-22,9.278162687630104e-13,1.0,1.0
77195694716242.66,0.2137220062650004,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.326830990431723e+20,2190484.386323775,1.1034356429603086e-27,9.19031002083315e-13,280896.37861523003,0.0,0.0,3.099510761425186e-22,9.191180662181513e-13,1.0,1.0
77813260273972.61,0.21305744550150368,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.340327078774256e+20,2180275.48601972,1.0880786354171584e-27,9.104837101569777e-13,278717.805232761,0.0,0.0,3.0326688918412794e-22,9.10568236038731e-13,1.0,1.0
78430825831702.55,0.21240006146596876,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.3537605105298453e+20,2170192.4860718735,1.073051555758484e-27,9.020810439113472e-13,276572.76574130217,0.0,0.0,2.9677683655913105e-22,9.021631243018423e-13,1.0,1.0
79048391389432.48,0.2117497223128141,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.367132055448678e+20,2160232.8827094613,1.058344857317828e-27,8.938194707242745e-13,274460.4917710688,0.0,0.0,2.9047385000283273e-22,8.938991943199929e-13,1.0,1.0
79665956947162.42,0.21110629960180913,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.380442468031029e+20,2150394.2405816927,1.0439493397376085e-27,8.856955703785128e-13,272380.23824957554,0.0,0.0,2.843511698782169e-22,8.857730220179107e-13,1.0,1.0
80283522504892.36,0.2104696681851085,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.393692487942428e+20,2140674.190386696,1.0298561339027133e-27,8.777060306663754e-13,270331.28252526664,0.0,0.0,2.7840232949443323e-22,8.777812915251657e-13,1.0,1.0
80901088062622.31,0.20983970609885114,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.406882840414489e+20,2131070.426599734,1.0160566876368807e-27,8.698476431978036e-13,268312.9235304112,0.0,0.0,2.7262114033247728e-22,8.699207909729824e-13,1.0,1.0
81518653620352.25,0.2092162944591069,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.420014236632007e+20,2121580.70529585,1.0025427521179083e-27,8.621172994010045e-13,266324.4809812283,0.0,0.0,2.6700167811929413e-22,8.621884084843508e-13,1.0,1.0
82136219178082.19,0.208599317361966,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.433087374106885e+20,2112202.842062327,9.893063689705539e-28,8.545119867054467e-13,264365.29461332073,0.0,0.0,2.6153826969573504e-22,8.545811283471675e-13,1.0,1.0
82753784735812.14,0.20798866178757683,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.446102937039433e+20,2102934.7099966514,9.763398579986233e-28,8.470287848976335e-13,262434.7234506158,0.0,0.0,2.562254806276822e-22,8.470960273607831e-13,1.0,1.0
83371350293542.08,0.2073842175079485,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.4590615966675665e+20,2093774.2377858718,9.636358055202182e-28,8.396648626406329e-13,260532.1451061104,0.0,0.0,2.5105810351323707e-22,8.397302713468874e-13,1.0,1.0
83988915851272.02,0.20678587699834486,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.4719640116043724e+20,2084719.4078634782,9.511870532723312e-28,8.324174741488916e-13,258656.9551128179,0.0,0.0,2.460311469421549e-22,8.324811118162226e-13,1.0,1.0
84606481409001.95,0.20619353535210502,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.4848108281645315e+20,2075768.2546401448,9.38986687853194e-28,8.252839560103235e-13,256808.56628340637,0.0,0.0,2.4113982506678314e-22,8.253458827830727e-13,1.0,1.0
85224046966731.89,0.20560709019873405,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.4976026806800286e+20,2066918.8628048745,9.270280306726251e-28,8.18261724148171e-13,254986.4080971022,0.0,0.0,2.3637954774654296e-22,8.183219977199985e-13,1.0,1.0
85841612524461.84,0.20502644162511705,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.5103401918055835e+20,2058169.365693263,9.153046283826135e-28,8.113482709155344e-13,253189.9261125147,0.0,0.0,2.317459112306366e-22,8.114069466456757e-13,1.0,1.0
86459178082191.78,0.20445149209971555,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.5230239728142005e+20,2049517.9437197766,9.038102437619138e-28,8.045411623158955e-13,251418.5814051113,0.0,0.0,2.272346893460282e-22,8.045982933391369e-13,1.0,1.0
87076743639921.72,0.20388214639961386,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.535654623883232e+20,2040962.8228711146,8.925388470301909e-28,7.978380353433369e-13,249671.85002814588,0.0,0.0,2.228418251600161e-22,7.978936726740882e-13,1.0,1.0
87694309197651.67,0.203318311540289,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.5482327343713105e+20,2032502.2732578567,8.814846075685982e-28,7.912365954365006e-13,247949.22249590483,0.0,0.0,2.185634230887417e-22,7.912907880673215e-13,1.0,1.0
88311874755381.61,0.20275989670798478,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.5607588830865195e+20,2024134.6077217702,8.70641886025162e-28,7.847346140406907e-13,246250.203288203,0.0,0.0,2.143957414249206e-22,7.847874090356007e-13,1.0,1.0
88929440313111.55,0.20220681319457623,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.5732336385461164e+20,2015858.1804962605,8.600052267845645e-28,7.783299262728045e-13,244574.31037511455,0.0,0.0,2.1033518525982885e-22,7.78381368855687e-13,1.0,1.0
89547005870841.48,0.2016589743348161,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.585657559228158e+20,2007671.3859176026,8.495693507831852e-28,7.720204286841077e-13,242921.0747609828,0.0,0.0,2.0637829977624175e-22,7.720705623224966e-13,1.0,1.0
90164571428571.42,0.20111629544586201,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.598031193815296e+20,1999572.6571846895,8.39329148651357e-28,7.658040771161062e-13,241290.0400468023,0.0,0.0,2.025217638905344e-22,7.658529436006256e-13,1.0,1.0
90782136986301.38,0.20057869376898457,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.6103550814310806e+20,1991560.4651651687,8.292796741658454e-28,7.596788846450563e-13,239680.76201011433,0.0,0.0,1.9876238422356914e-22,7.597265241647659e-13,1.0,1.0
91399702544031.31,0.20004608841336655,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.62262975186901e+20,1983633.3172459286,8.194161379965686e-28,7.536429196108879e-13,238092.80820160525,0.0,0.0,1.9509708938131712e-22,7.536893708247707e-13,1.0,1.0
92017268101761.25,0.1995184003019024,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.6348557258146244e+20,1975789.7562260074,8.097339017325018e-28,7.476943037265298e-13,236525.75755763656,0.0,0.0,1.9152292452738083e-22,7.477396038313434e-13,1.0,1.0
92634833659491.2,0.19899555211891573,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.6470335150608856e+20,1968028.3592500954,8.002284721725379e-28,7.418312102638592e-13,234979.200027978,0.0,0.0,1.88037046230714e-22,7.418753950585581e-13,1.0,1.0
93252399217221.14,0.19847746825971432,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.6591636227170894e+20,1960347.736780884,7.908954958679222e-28,7.360518623126992e-13,233452.73621805245,0.0,0.0,1.8463671757289982e-22,7.360949662596229e-13,1.0,1.0
93869964774951.08,0.19796407478190647,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.671246543411552e+20,1952746.5316086032,7.817307539036349e-28,7.303545311094573e-13,231945.97704503586,0.0,0.0,1.8131930350033108e-22,7.303965873924648e-13,1.0,1.0
94487530332681.02,0.19745529935840705,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.683282763488282e+20,1945223.4178961748,7.72730156906791e-28,7.247375344321959e-13,230458.54340719205,0.0,0.0,1.7808226640755001e-22,7.247785750119188e-13,1.0,1.0
95105095890410.95,0.19695107123206282,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.695272761197873e+20,1937777.1002584838,7.638897402707941e-28,7.19199235059094e-13,228990.0658658496,0.0,0.0,1.7492316193885589e-22,7.192392907254678e-13,1.0,1.0
95722661448140.89,0.19645132117183264,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.707217006882804e+20,1930406.312874333,7.55205659584617e-28,7.137380392874063e-13,227540.18433946295,0.0,0.0,1.7183963499608947e-22,7.137771397096301e-13,1.0,1.0
96340227005870.84,0.1959559814304593,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.719115963157354e+20,1923109.8186297289,7.466741862571959e-28,7.083523955101629e-13,226108.54780922295,0.0,0.0,1.6882941594124783e-22,7.083905692842288e-13,1.0,1.0
96957792563600.78,0.19546498570357296,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.7309700850823175e+20,1915886.408291198,7.382917033273772e-28,7.030407928480491e-13,224694.8140357131,0.0,0.0,1.6589031698325488e-22,7.03078067541974e-13,1.0,1.0
97575358121330.72,0.1949782690901694,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.7427798203347114e+20,1908734.8997079113,7.300547014505309e-28,6.978017598339592e-13,223298.64928613097,0.0,0.0,1.6302022873889314e-22,6.978381620308429e-13,1.0,1.0
98192923679060.66,0.19449576805440852,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.7545456093726356e+20,1901654.1370414258,7.219597750532592e-28,6.926338631479022e-13,221919.72807161586,0.0,0.0,1.6021711695846424e-22,6.9266941848693e-13,1.0,1.0
98810489236790.6,0.19401742038868172,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.766267885595455e+20,1894642.9900219364,7.140036186482336e-28,6.875357064000321e-13,220557.73289425168,0.0,0.0,1.5747901940734624e-22,6.87570439615531e-13,1.0,1.0
99428054794520.53,0.19354316517789738,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.777947075499475e+20,1887700.3532299632,7.061830233015242e-28,6.825059289596927e-13,219212.35400332956,0.0,0.0,1.5480404289511525e-22,6.82539863918345e-13,1.0,1.0
100045620352250.48,0.19307294276493808,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.7895835988292534e+20,1880825.1454024573,6.984948732452444e-28,6.775432048284535e-13,217883.28916047758,0.0,0.0,1.5219036044440473e-22,6.775763645647656e-13,1.0,1.0
100663185909980.42,0.1926066947172441,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.8011778687246985e+20,1874016.3087623517,6.90936142628673e-28,6.726462415552545e-13,216570.24341328477,0.0,0.0,1.4963620859212776e-22,6.726786483053727e-13,1.0,1.0
101280751467710.36,0.19214436379447936,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.812730291864101e+20,1867272.8083706277,6.8350389240143665e-28,6.678137791918132e-13,215272.9288770606,0.0,0.0,1.4713988481612856e-22,6.678454544257722e-13,1.0,1.0
101898317025440.3,0.1916858939172394,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.8242412686032273e+20,1860593.631500015,6.761952673225859e-28,6.630445892865992e-13,213991.06452439417,0.0,0.0,1.4469974508071744e-22,6.630755537390855e-13,1.0,1.0
102515882583170.25,0.19123123013676108,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.8357111931106106e+20,1853977.787029478,6.690074930898063e-28,6.583374739157119e-13,212724.37598218714,0.0,0.0,1.423142014949364e-22,6.583677476154183e-13,1.0,1.0
103133448140900.19,0.1907803186055965,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.847140453499168e+20,1847424.3048586752,6.619378735832336e-28,6.536912647490994e-13,211472.59533585314,0.0,0.0,1.399817200777423e-22,6.537208670467438e-13,1.0,1.0
103751013698630.12,0.19033310654921506,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.8585294319542554e+20,1840932.2353416262,6.549837882186773e-28,6.49104822150642e-13,210235.4609403914,0.0,0.0,1.3770081862463732e-22,6.491337717457174e-13,1.0,1.0
104368579256360.06,0.18988954223849902,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.8698785048582894e+20,1834500.6487388464,6.481426894052819e-28,6.445770343106753e-13,209012.71723805333,0.0,0.0,1.354700646705776e-22,6.446053492769964e-13,1.0,1.0
104986144814090.0,0.18944957496309914,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.8811880429120337e+20,1828128.6346872407,6.414121001029295e-28,6.401068164096018e-13,207804.11458233555,0.0,0.0,1.3328807354428563e-22,6.40134514219709e-13,1.0,1.0
105603710371819.95,0.18901315500561922,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.892458411252671e+20,1821815.3016870846,6.347896114749403e-28,6.356931098113056e-13,206609.409068045,0.0,0.0,1.3115350650937128e-22,6.357202073597827e-13,1.0,1.0
106221275929549.89,0.18858023361659862,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.903689969568752e+20,1815559.7766054468,6.28272880631797e-28,6.313348812851452e-13,205428.36236719275,0.0,0.0,1.2906506898790882e-22,6.313613949109061e-13,1.0,1.0
106838841487279.83,0.18815076299026423,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.9148830722121315e+20,1809361.2041954342,6.218596284618991e-28,6.270311222553517e-13,204260.7415704849,0.0,0.0,1.2702150886237373e-22,6.270570677629473e-13,1.0,1.0
107456407045009.78,0.1877246962410235,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.9260380683069836e+20,1803218.7466306726,6.155476375454952e-28,6.227808480767286e-13,203106.31903418948,0.0,0.0,1.2502161485205698e-22,6.228062407567209e-13,1.0,1.0
108073972602739.72,0.18730198738067197,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.937155301855981e+20,1797131.5830544506,6.093347501481678e-28,6.185830973355653e-13,201964.87223216583,0.0,0.0,1.230642149602934e-22,6.186079519840161e-13,1.0,1.0
108691538160469.66,0.18688259129629017,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.948235111843742e+20,1791098.9091429918,6.032188662904024e-28,6.144369311747835e-13,200836.18361285803,0.0,0.0,1.2114817498903931e-22,6.144612621118999e-13,1.0,1.0
109309103718199.6,0.1864664637288047,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.9592778323376125e+20,1785119.936682333,5.971979418899696e-28,6.103414326423122e-13,199720.04046105582,0.0,0.0,1.19272397117524e-22,6.103652537302904e-13,1.0,1.0
109926669275929.53,0.18605356125219,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.9702837925858935e+20,1779193.8931583131,5.9126998697394715e-28,6.062957060617974e-13,198616.23476424033,0.0,0.0,1.1743581854186681e-22,6.063190307219027e-13,1.0,1.0
110544234833659.48,0.18564384125328884,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.981253317113551e+20,1773320.0213591936,5.854330639574379e-28,6.022988764247437e-13,197524.563083338,0.0,0.0,1.1563741017273279e-22,6.023217176536642e-13,1.0,1.0
111161800391389.42,0.18523726191222933,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,4.992186725815533e+20,1767497.5789904601,5.796852859861533e-28,5.983500888032465e-13,196444.82642771362,0.0,0.0,1.1387617538824942e-22,5.983724591887549e-13,1.0,1.0
111779365949119.36,0.18483378218341767,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,5.003084334047726e+20,1761725.8383013601,5.740248153401167e-28,5.944485077825199e-13,195376.83013424155,0.0,0.0,1.1215114883954537e-22,5.944704195184761e-13,1.0,1.0
112396931506849.31,0.18443336177708655,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,5.0139464527156576e+20,1756004.0857227652,5.684498618959421e-28,5.905933169124401e-13,194320.3837503,0.0,0.0,1.1046139530642451e-22,5.906147818131656e-13,1.0,1.0
113014497064579.25,0.18403596114138104,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,5.024773388360979e+20,1750331.621515951,5.629586816452544e-28,5.867837181773704e-13,193275.30092054245,0.0,0.0,1.088060086008184e-22,5.868047476914246e-13,1.0,1.0
113632062622309.19,0.1836415414449621,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,5.0355654432458224e+20,1744707.7594319049,5.575495752668686e-28,5.830189314835632e-13,192241.39927730197,0.0,0.0,1.071841105157682e-22,5.83039536706949e-13,1.0,1.0
114249628180039.12,0.18325006456011095,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,5.0463229154350845e+20,1739131.8263808037,5.52220886750537e-28,5.792981941634702e-13,191218.5003344959,0.0,0.0,1.0559484981782319e-22,5.793183858522954e-13,1.0,1.0
114867193737769.06,0.18286149304631724,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,5.057046098876696e+20,1733603.162111292,5.469710020701235e-28,5.756207604963089e-13,190206.42938489924,0.0,0.0,1.0403740128083852e-22,5.75640549078929e-13,1.0,1.0
115484759295499.02,0.18247579013433418,9.247390000446466e+19,0.0,0.0,0.0,0.0,0.0,0.0,5.067735283479943e+20,1728121.1188992306,5.417983479041891e-28,5.719859012442801e-13,189205.01540066375,0.0,0.0,1.0251096475926628e-22,5.720052968329461e-13,1.0,1.0
