# cycle	time	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm
2	0.20000000000000001	0	0.19999989975507537	-7.9999919954830065e-06	0	0.99999949680037981	-7.9999919921080139e-05	0	999.99999680000326	-0.079999959921030095	0	0	0	0	0	0	0.40000000000000002	0	1	1000.0004999998749	999.00049999987505	0.19999989975507537	-7.9999919954830065e-06	0	0	1
