# coupled-runtime	mhd_ideal	frozen_tn	cE=-u_cross_B
# cycle	time	gid	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm	final_live_u1	final_live_u2	final_live_u3	final_live_b1	final_live_b2	final_live_b3	final_live_cE1	final_live_cE2	final_live_cE3	final_live_cE_dot_b
155	0.14999999999999999	0	0	0.20057167841385468	-0.14365747322809044	0.1157975608325961	0.20281182369032585	-0.094570194073712963	0.038379123866846658	0.20825040136609124	-0.097106177119097054	0.039408293875180953	0.014497028125418745	0.017094662510489168	-0.00095802702787499145	0.079000916125159956	-0.047583111886184463	0.34640073239188934	0.00026826859047903194	1	1.0268158807351861	0.026815880735186221	0.030571678413854664	-0.013657473228090439	0.0057975608325960964	0.014168114808155566	1	0.055584810911443377	-0.045585612989643254	0.027510467639369898	0.079002937216636607	-0.047581556609952926	0.34640113756930346	0.014481917323057482	0.017081233983585166	-0.0009565854939663081	-1.8255438648964165e-19
