# cycle	time	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm
1	0.20000000000000001	0	0.037326913345344923	0	0	0.17715299831526515	0	0	0.17999999999999999	0	0	-0.10000000000000001	0	0	0	0	0	-0.0037330390481139495	1	1.016070863670443	0.016070863670443018	0.037326913345344923	0	0	0	1
