# coupled-runtime	mhd_ideal	frozen_tn	cE=-u_cross_B
# cycle	time	gid	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm	final_live_u1	final_live_u2	final_live_u3	final_live_b1	final_live_b2	final_live_b3	final_live_cE1	final_live_cE2	final_live_cE3	final_live_cE_dot_b	particle_dtnew	last_subcycle_steps	last_push_dt
1	0.10000000000000001	0	0	0.01958558613382174	-0.00038413674888128569	0	0.19559558753825071	-0.0076827349776257131	0	0.19945411767877907	-0.0078342929184052473	0	-0.0039223227027636465	-0	-0	0	0	0.40000000000000002	-7.6820992984861288e-05	1	1.0197270817255721	0.019727081725572113	0.01958558613382174	-0.00038413674888128569	0	0	1	0	0.019585586133821664	0	0	0	0.39999999999999997	-0.007834234453528665	0	0	0	0.125	1	0.10000000000000001
