# coupled-runtime	mhd_ideal	frozen_tn	cE=-u_cross_B
# cycle	time	gid	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm	final_live_u1	final_live_u2	final_live_u3	final_live_b1	final_live_b2	final_live_b3	final_live_cE1	final_live_cE2	final_live_cE3	final_live_cE_dot_b	particle_dtnew	last_subcycle_steps	last_push_dt
2	0.33333333333333331	0	0	0.023654682633550073	-0.0025148359664629175	0	0.15552523092921255	-0.023361158211368797	0	0.15748503000276637	-0.023655536017119318	0	0.59999999999999998	-0	-0	0	0	1	0.012601164851803555	1	1.0126011648518034	0.012601164851803565	0.023654682633550073	-0.0025148359664629175	0	0	1	0	-0.73333333333333328	0	0	0	1	0.73333333333333328	0	-0	0	0.1090909090909091	8	0.13333333333333333
