# coupled-runtime	mhd_ideal	frozen_tn	cE=-u_cross_B
# cycle	time	gid	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm	final_live_u1	final_live_u2	final_live_u3	final_live_b1	final_live_b2	final_live_b3	final_live_cE1	final_live_cE2	final_live_cE3	final_live_cE_dot_b
75	0.14999999999999999	0	0	0.20042617724062115	-0.14376125622981561	0.11581674066318873	0.20079857667755294	-0.095784250055504894	0.038671856026317106	0.20612244351536138	-0.098323822799955829	0.039697181082209432	-0.00093986015540745431	0.012400000000000001	0.0019862537498074187	0.080000000000000016	-0.05000000000000001	0.34999999999999998	-3.4143145583755414e-05	1	1.0265134689991235	0.026513468999123345	0.030426177240621133	-0.01376125622981561	0.005816740663188727	0.014229348665142017	1	0.040000000000000001	1.0293402415819462e-18	0.02	0.080000000000000002	-0.050000000000000003	0.34999999999999998	-0.0010000000000000005	0.012399999999999998	0.002	8.569533971325427e-20
