# coupled-runtime	mhd_ideal	frozen_tn	cE=-u_cross_B
# cycle	time	gid	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm	final_live_u1	final_live_u2	final_live_u3	final_live_b1	final_live_b2	final_live_b3	final_live_cE1	final_live_cE2	final_live_cE3	final_live_cE_dot_b	particle_dtnew	last_subcycle_steps	last_push_dt
1	0.050000000000000003	0	0	9.9989201209460193e-05	-9.9989001251653332e-07	0	0.0039995680483784074	-3.9995600500661328e-05	0	0.0039996000415955133	-3.9995920432192594e-05	0	0.079999999999999974	-0	-0	0	0	0.39999999999999997	7.9991680898459591e-06	1	1.0000079991680899	7.9991680898459608e-06	9.9989201209460193e-05	-9.9989001251653332e-07	0	0	1	0	-0.20000000000000001	0	0	0	0.40000000000000002	0.080000000000000016	0	-0	0	0.125	1	0.050000000000000003
