# cycle	time	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm
1	0.20000000000000001	0	0.0059892290727946718	0	0	0.059892290727946718	0	0	0.059999999999999998	0	0	0.29999999999999999	0	0	0	0	0	0.0017983829094554895	1	1.0017983829094554	0.0017983829094554893	0.0059892290727946718	0	0	0	1
