# cycle	time	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm
2	0.20000000000000001	0	0.039952992185338307	-0.0015664121233796816	0	0.19938608983907014	-0.015658453904720603	0	0.20349757579768649	-0.015981342594773469	0	0	0	0	0	0	0.40000000000000002	0	1	1.0206207261596576	0.02062072615965754	0.039952992185338307	-0.0015664121233796816	0	0	1
