# coupled-runtime	mhd_ideal	frozen_tn	cE=-u_cross_B
# cycle	time	gid	tag	x	y	z	vx	vy	vz	wx	wy	wz	cE1	cE2	cE3	b1	b2	b3	work	alpha	gamma	kinetic	dx	dy	dz	db	legacy_ipm	final_live_u1	final_live_u2	final_live_u3	final_live_b1	final_live_b2	final_live_b3	final_live_cE1	final_live_cE2	final_live_cE3	final_live_cE_dot_b
1	0.050000000000000003	0	0	0.010000000000000005	-0.0050000000000000018	0.0025000000000000009	0.20000000000000009	-0.10000000000000003	0.050000000000000017	0.20546619877500572	-0.10273309938750284	0.051366549693751422	0.036499999999999998	0.074499999999999997	0.0029999999999999996	0.11	-0.070000000000000007	0.40000000000000002	1.335435837621056e-20	1	1.0273309938750281	0.027330993875028253	0.010000000000000005	-0.0050000000000000018	0.0025000000000000009	0.0058234379346337236	1	0.20000000000000001	-0.10000000000000001	0.050000000000000003	0.10999999999999999	-0.070000000000000007	0.40000000000000002	0.036500000000000005	0.074500000000000011	0.0030000000000000027	3.7018998977345069e-19
